,Construction year,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Accessible for disabled people,Swimming pool,Energy class,Heating type,Double glazing,Price,Address,Covered parking spaces,Flood zone type,Neighbourhood or locality,Outdoor parking spaces,Garden surface,Terrace surface,Garden,Monthly charges
160,2005.0,Just renovated,2.0,,85  m² square meters,,Hyper equipped,,2.0,2.0,1.0,2.0,Yes,Yes,Yes,Yes,No,No,B,Gas,Yes,"€ 795,000  795000 €",Lippenslaan 201 8300  - Knokke-Heist,,Non flood zone,,,,,Yes,
161,,,,,,,,,,,,,,,,,,,B,,,,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,16.0,Non flood zone,1 - Bruxelles Sud,16.0,,,,
162,1920.0,Good,4.0,"Living area (residential, urban or rural)",225  m² square meters,50  m² square meters,Hyper equipped,12  m² square meters,4.0,3.0,,3.0,,No,,,,,G,Gas,Yes,"€ 1,450,000  1450000 €",Avenue René Gobert 26 1180  - Uccle,,,FLORIDE - BOIS DE LA CAMBRE - MONTJOIE,1.0,,55  m²  square meters,,€ 400  400 €
163,,,,,,,,,,,,,,,,,,,B,,,,Rue Fort d'Andoy 5 5100  - Wierde,12.0,,Hainaut,13.0,,,,
164,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,,,
165,1920.0,Good,3.0,"Living area (residential, urban or rural)",225  m² square meters,50  m² square meters,Hyper equipped,12  m² square meters,4.0,3.0,,3.0,,No,,,,,C,Gas,Yes,"€ 1,450,000  1450000 €",Avenue René Gobert 26 1180  - Uccle,,,FLORIDE - BOIS DE LA CAMBRE - MONTJOIE,1.0,,55  m²  square meters,,€ 400  400 €
166,2021.0,As new,4.0,Urban,110  m² square meters,29  m² square meters,Hyper equipped,5  m² square meters,2.0,1.0,,1.0,,No,,Yes,,No,A,Gas,Yes,"€ 355,000  355000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,10  m²  square meters,,
167,,,,,,,,,,,,,,,,,,,A,,,,Grote Markt 52 9100  - Sint Niklaas,,,Sinaai,,,,,
168,,,,,,,,,,,,,,,,,,,Not specified,,,,Avenue de Longwy 340 6700  - Arlon,1.0,,,1.0,,,,
169,,,,,,,,,,,,,,,,,,,C,,,,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,36.0,Possible flood zone,1 - Bruxelles Sud,,,,,
170,,,,,,,,,,,,,,,,,,,Not specified,,,,Route de Neufchateau 208 6700  - Arlon,,,,,,,,
171,,,,,,,,,,,,,,,,,,,Not specified,,,,Italiëlei 207 2000  - Antwerpen,,Non flood zone,,,,,,
172,2025.0,As new,4.0,Countryside,92  m² square meters,,Hyper equipped,,2.0,1.0,1.0,2.0,Yes,,,Yes,No,No,A,Gas,,"€ 321,000  321000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles-Nord,,,,,
173,2025.0,As new,4.0,Urban,74  m² square meters,,USA installed,,1.0,1.0,1.0,1.0,,,,Yes,Yes,No,A,Gas,Yes,"€ 279,000  279000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles-Nord,40.0,,8  m²  square meters,,
174,2025.0,As new,3.0,Isolated,81  m² square meters,,USA installed,,2.0,1.0,1.0,2.0,Yes,No,,Yes,Yes,No,A,Gas,,"€ 326,000  326000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles-Nord,23.0,,6  m²  square meters,,
175,,,,,,,,,,,,,,,,,,,B,,,,Rue Fort d'Andoy 5 5100  - Wierde,26.0,,Liège,,,,,
176,2021.0,As new,4.0,Urban,126  m² square meters,29  m² square meters,Hyper equipped,10  m² square meters,2.0,1.0,,1.0,,No,,Yes,,No,A,Gas,Yes,"€ 361,000  361000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,11  m²  square meters,,
177,2021.0,As new,4.0,Urban,115  m² square meters,29  m² square meters,Hyper equipped,7  m² square meters,3.0,2.0,,1.0,,No,,Yes,,,A,Gas,Yes,"€ 356,000  356000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,11  m²  square meters,,
178,,,,,,,,,,,,,,,,,,,B,,,,Rue Fort d'Andoy 5 5100  - Wierde,400.0,,Namur,,,,,
179,,,,,,,,,,,,,,,,,,,Not specified,,,,Grote Markt 10 2200  - HERENTALS,,Non flood zone,,,,,,
180,2021.0,As new,4.0,Urban,126  m² square meters,29  m² square meters,Hyper equipped,10  m² square meters,3.0,2.0,,1.0,,No,,Yes,,No,A,Gas,Yes,"€ 366,000  366000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,11  m²  square meters,,
181,,,,,,,,,,,,,,,,,,,B,,,,Rue Fort d'Andoy 5 5100  - Wierde,,,Hainaut,109.0,,,,
182,,,,,,,,,,,,,,,,,,,Not specified,,,,Antwerpsesteenweg 359 2500  - Lier,,Non flood zone,,,,,,
183,2025.0,As new,4.0,Isolated,92  m² square meters,,Hyper equipped,,2.0,1.0,2.0,2.0,Yes,,,Yes,Yes,No,A,Gas,,"€ 361,000  361000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles-Nord,,,8  m²  square meters,,
184,,,,,,,,,,,,,,,,,,,Not specified,,,,Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,R Bruxelles Centre,31.0,,,,
185,2025.0,As new,4.0,Isolated,99  m² square meters,,USA installed,,2.0,2.0,2.0,2.0,Yes,No,,Yes,Yes,No,A,Gas,,"€ 360,000  360000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles-Nord,23.0,,10  m²  square meters,,
186,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue Fort d'Andoy 5 5100  - Wierde,77.0,,Liège,,,,,
187,1994.0,Good,2.0,,74  m² square meters,43  m² square meters,Installed,,1.0,1.0,,1.0,Yes,,,,,,B,Gas,Yes,"€ 172,000  172000 €",Dorpshart 10 2870  - Puurs,,Non flood zone,,,,,,
188,,,,,,,,,,,,,,,,,,,Not specified,,,,Sluizeken 16 9000  - Gent,,Non flood zone,,,,,,
189,1980.0,Just renovated,,,102  m² square meters,,Hyper equipped,,2.0,1.0,,1.0,Yes,,Yes,Yes,,,A,Gas,Yes,"€ 235,000  235000 €","Roterijstraat, 202 8793  - Waregem",,,,,,,,
190,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,,,,,
191,,,,,,,,,,,,,,,,,,,B,,,,Avenue Louise 251 1050  - Bruxelles,,,,,,,,
192,2025.0,As new,4.0,Isolated,126  m² square meters,,Hyper equipped,,3.0,2.0,2.0,2.0,Yes,,,Yes,Yes,No,A,Gas,,"€ 484,000  484000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles-Nord,,,13  m²  square meters,,
193,,,,,,,,,,,,,,,,,,,B,,,,Av. Reine Astrid 215 1410  - Waterloo,,Non flood zone,2 - BRABANT WALLON,19.0,,,,
194,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,,,
195,,,,,,,,,,,,,,,,,,,B,,,,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,16.0,Non flood zone,1 - Bruxelles Sud,16.0,,,,
196,,,,,,,,,,,,,,,,,,,B,,,,Avenue Louise 200 1050  - Ixelles,,,,,,,,
197,,,,,,,,,,,,,,,,,,,Not specified,,,,Hoogstraat 2 bus 1 3360  - Bierbeek,,Non flood zone,,,,,,
198,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,,,
199,,,,,,,,,,,,,,,,,,,Not specified,,,,Kardinaal Mercierlaan 81 3001  - Leuven,2.0,Non flood zone,,5.0,,,,
200,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,,Non flood zone,,10.0,,,,
201,,,,,,,,,,,,,,,,,,,A,,,,Chaussée Bara 339 1410  - Waterloo,1.0,Non flood zone,,,,,,
202,,,,,,,,,,,,,,,,,,,Not specified,,,,Av. Reine Astrid 215 1410  - Waterloo,1.0,Non flood zone,2 - BRABANT WALLON,27.0,,,,
203,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Oost-Vlaanderen,1.0,,,,
204,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Oost-Vlaanderen,8.0,,,,
205,,,,,,,,,,,,,,,,,,,Not specified,,,,De Breyne Pellaertstraat 13 8600  - Diksmuide,,Non flood zone,,,,,,
206,,,,,,,,,,,,,,,,,,,B,,,,Chaussée de Waterloo 1382 1180  - Uccle,1.0,Non flood zone,Projets Bruxelles Est,1.0,,,,
207,1939.0,To be done up,2.0,Urban,214  m² square meters,62  m² square meters,Not installed,18  m² square meters,3.0,1.0,,2.0,Yes,No,,Yes,,No,E,Gas,Yes,"€ 375,000  375000 €",Rue Simon 46/2 6990  - Hotton,1.0,Non flood zone,,,,,,
208,,,,,,,,,,,,,,,,,,,Not specified,,,,Antwerpsesteenweg 359 2500  - Lier,,Non flood zone,,,,,,
209,2021.0,As new,4.0,Urban,165  m² square meters,23  m² square meters,Hyper equipped,7  m² square meters,2.0,2.0,,1.0,,No,,Yes,,No,A,Gas,Yes,"€ 405,000  405000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,11  m²  square meters,,
210,,,,,,,,,,,,,,,,,,,A,,,,Sint-Denijslaan 1 9000  - Gent,6.0,Non flood zone,Oost-Vlaanderen,6.0,,,,
211,,,,,,,,,,,,,,,,,,,A,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Oost-Vlaanderen,1.0,,,,
212,,,,,,,,,,,,,,,,,,,A,,,,Avenue Louise 200 1050  - Ixelles,9.0,,,,,,,
213,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Oost-Vlaanderen,1.0,,,,
214,,,,,,,,,,,,,,,,,,,B,,,,Av. Reine Astrid 215 1410  - Waterloo,12.0,Non flood zone,2 - BRABANT WALLON,12.0,,,,
215,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,,,,,
216,2009.0,As new,4.0,Countryside,195  m² square meters,54  m² square meters,Installed,,3.0,1.0,,2.0,,No,,,,,B,Fuel oil,,"€ 440,000  440000 €",Chaussée de Tirlemont 15/1 4260  - Braives,,,Huy et 5kms,2.0,515  m²  square meters,30  m²  square meters,,
217,2021.0,As new,4.0,Urban,146  m² square meters,32  m² square meters,Hyper equipped,6  m² square meters,3.0,2.0,,1.0,,No,,Yes,,No,A,Gas,Yes,"€ 421,000  421000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,11  m²  square meters,,
218,2021.0,As new,4.0,Urban,148  m² square meters,28  m² square meters,Hyper equipped,6  m² square meters,3.0,2.0,,1.0,,No,,Yes,,No,A,Gas,Yes,"€ 426,000  426000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,Gent en omstreken,1.0,,11  m²  square meters,,
219,1932.0,Good,2.0,Isolated,187  m² square meters,30  m² square meters,Installed,,4.0,1.0,2.0,3.0,Yes,No,,No,No,No,E,Gas,Yes,"€ 620,000  620000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",,,Bruxelles (19 communes),,70  m²  square meters,20  m²  square meters,,
220,,,,,,,,,,,,,,,,,,,B,,,,Av. Reine Astrid 215 1410  - Waterloo,,Non flood zone,2 - BRABANT WALLON,19.0,,,,
221,1930.0,To be done up,2.0,Urban,152  m² square meters,37  m² square meters,Not installed,13  m² square meters,4.0,1.0,,2.0,,No,Yes,,,,F,Gas,,"€ 585,000  585000 €",Rue Tenbosch 37 1050  - Ixelles,,,,1.0,70  m²  square meters,,,
222,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,57.0,,Bruxelles,57.0,,,,
223,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,,Non flood zone,,43.0,,,,
224,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,1.0,,,30.0,,,,
225,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,50.0,Non flood zone,Bruxelles,50.0,,,,
226,,,,,,,,,,,,,,,,,,,A,,,,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,,,1 - Bruxelles Est,,,,,
227,1968.0,Good,2.0,Isolated,41  m² square meters,,Installed,,,1.0,1.0,1.0,Yes,No,,Yes,No,No,G,Fuel oil,Yes,"€ 175,000  175000 €",9 rue Berckmans 1060  - Saint-Gilles,,,,,,,,
228,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,,,,,,,,
229,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,,Non flood zone,Bruxelles,,,,,
230,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,23.0,Non flood zone,Bruxelles,23.0,,,,
231,1973.0,Good,2.0,Isolated,94  m² square meters,27  m² square meters,Hyper equipped,9  m² square meters,3.0,1.0,1.0,1.0,,No,,Yes,No,No,D,Gas,Yes,"€ 299,000  299000 €",Place Communale 8 1160  - Auderghem,,,Bruxelles,,,15  m²  square meters,,
232,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,,,Bruxelles,52.0,,,,
233,1930.0,As new,3.0,Urban,91  m² square meters,,Hyper equipped,,2.0,2.0,2.0,1.0,,No,,,,,F,Gas,,"€ 350,000  350000 €",9 rue Berckmans 1060  - Saint-Gilles,,,,,,,,
234,,,,,,,,,,,,,,,,,,,B,,,,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,21.0,,1 - Bruxelles Centre,21.0,,,,
235,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,,,,,,,,
236,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,23.0,,,23.0,,,,
237,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,50.0,Non flood zone,Bruxelles,50.0,,,,
238,1932.0,Good,3.0,Isolated,144  m² square meters,,Hyper equipped,,3.0,1.0,2.0,2.0,,No,,Yes,Yes,No,F,Gas,Yes,"€ 580,000  580000 €",9 rue Berckmans 1060  - Saint-Gilles,,Non flood zone,,,,2  m²  square meters,,
239,2023.0,As new,4.0,Urban,99  m² square meters,22  m² square meters,Hyper equipped,13  m² square meters,2.0,1.0,,1.0,,No,,No,No,No,A,Gas,Yes,"€ 365,000  365000 €",Brusselsesteenweg 690 9050  - Gentbrugge,101.0,Non flood zone,,10.0,,12  m²  square meters,Yes,
240,2022.0,As new,2.0,Urban,99  m² square meters,25  m² square meters,Hyper equipped,8  m² square meters,2.0,1.0,,1.0,Yes,No,,Yes,No,No,A,Gas,Yes,"€ 365,000  365000 €",Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Gent en omstreken,101.0,,12  m²  square meters,,
241,,,,,,,,,,,,,,,,,,,Not specified,,,,"Roterijstraat, 202 8793  - Waregem",,,,,,,,
242,2007.0,As new,2.0,Isolated,156  m² square meters,37  m² square meters,USA hyper equipped,52  m² square meters,2.0,1.0,1.0,2.0,Yes,,,Yes,Yes,No,D,Gas,Yes,"€ 530,000  530000 €",9 rue Berckmans 1060  - Saint-Gilles,,,,1.0,,40  m²  square meters,,
243,2023.0,Just renovated,2.0,Urban,88  m² square meters,40  m² square meters,Hyper equipped,20  m² square meters,2.0,1.0,,2.0,Yes,No,,,,,C,Gas,Yes,"€ 360,000  360000 €",Avenue René Gobert 26 1180  - Uccle,,,FLAGEY - ETANGS D'IXELLES - TRONE,,,,,€ 25  25 €
244,1932.0,To be done up,2.0,Urban,154  m² square meters,21  m² square meters,USA semi equipped,10  m² square meters,3.0,1.0,,1.0,,No,,No,No,No,D,Gas,Yes,"€ 335,000  335000 €",Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Gent en omstreken,,8  m²  square meters,,,
245,,,,,,,,,,,,,,,,,,,A,,,,Place Communale 8 1160  - Auderghem,1.0,,,1.0,,,,
246,2007.0,As new,2.0,Isolated,156  m² square meters,37  m² square meters,USA hyper equipped,52  m² square meters,2.0,1.0,1.0,2.0,Yes,,,Yes,Yes,No,D,Gas,Yes,"€ 530,000  530000 €",9 rue Berckmans 1060  - Saint-Gilles,,,Bruxelles 9 Communes,1.0,,40  m²  square meters,,
247,1920.0,Good,2.0,Isolated,138  m² square meters,26  m² square meters,USA installed,10  m² square meters,3.0,1.0,,1.0,Yes,No,,No,No,No,G,Gas,Yes,"€ 499,500  499500 €",Avenue Louise 433 1050  - Bruxelles,,Non flood zone,,,50  m²  square meters,20  m²  square meters,,
248,,,,,,,,,,,,,,,,,,,Not specified,,,,Markt 20 2440  - Geel,,Non flood zone,,,,,,
249,2022.0,As new,,Urban,89  m² square meters,,Not installed,,2.0,1.0,,1.0,,No,,Yes,Yes,,A,Gas,Yes,"€ 220,000  220000 €",Rue Fort d'Andoy 5 5100  - Wierde,,,Hainaut,109.0,,4  m²  square meters,,
250,2022.0,As new,,Urban,115  m² square meters,,Not installed,,2.0,1.0,,1.0,,No,,Yes,Yes,,A,Gas,Yes,"€ 244,000  244000 €",Rue Fort d'Andoy 5 5100  - Wierde,,,Hainaut,109.0,,7  m²  square meters,,
251,2022.0,As new,,Urban,73  m² square meters,,Not installed,,1.0,1.0,,1.0,,No,,Yes,Yes,,B,Gas,Yes,"€ 183,000  183000 €",Rue Fort d'Andoy 5 5100  - Wierde,,,Hainaut,109.0,,4  m²  square meters,,
252,,,,,,,,,,,,,,,,,,,Not specified,,,,Chausée de Bruxelles 135 A 1310  - La Hulpe,,,Cambre,,,,,
253,1908.0,To renovate,2.0,Isolated,70  m² square meters,35  m² square meters,Not installed,9  m² square meters,1.0,1.0,,1.0,,No,,No,No,No,G,Gas,,"€ 179,000  179000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",,,Bruxelles Est,,,,,
254,2023.0,As new,4.0,Urban,85  m² square meters,15  m² square meters,Hyper equipped,7  m² square meters,2.0,1.0,,1.0,,No,,Yes,No,No,A,Gas,Yes,"€ 370,000  370000 €",Brusselsesteenweg 690 9050  - Gentbrugge,101.0,Non flood zone,,10.0,,28  m²  square meters,Yes,
255,,,,,,,,,,,,,,,,,,,Not specified,,,,De Kleetlaan 4 1831  - Diegem,,,,,,,,
256,2003.0,Good,3.0,Urban,118  m² square meters,40  m² square meters,USA installed,5  m² square meters,2.0,2.0,,2.0,,No,,Yes,No,No,B,Gas,Yes,"€ 349,000  349000 €",Sint-Denijslaan 1 9000  - Gent,1.0,Non flood zone,,1.0,,9  m²  square meters,,
257,2003.0,Good,2.0,Isolated,121  m² square meters,45  m² square meters,Hyper equipped,9  m² square meters,2.0,2.0,1.0,2.0,Yes,No,,Yes,,No,B,Gas,Yes,"€ 520,000  520000 €",Parvis Sainte-Alix 37 1150  - Woluwe-Saint-Pierre,2.0,Non flood zone,,2.0,,6  m²  square meters,,
258,1950.0,Good,4.0,Urban,450  m² square meters,50  m² square meters,Installed,12  m² square meters,5.0,2.0,1.0,2.0,Yes,No,Yes,No,No,No,E,Fuel oil,Yes,"€ 615,000  615000 €",Sint-Denijslaan 1 9000  - Gent,2.0,Non flood zone,Oost-Vlaanderen,8.0,1100  m²  square meters,,,
259,1995.0,As new,4.0,,339  m² square meters,40  m² square meters,Installed,15  m² square meters,5.0,2.0,,2.0,,,,No,No,No,B,Gas,Yes,"€ 645,000  645000 €",,2.0,Non flood zone,,4.0,580  m²  square meters,13  m²  square meters,,
260,1992.0,To renovate,2.0,Urban,120  m² square meters,,Installed,,2.0,2.0,1.0,2.0,Yes,No,,Yes,,No,C,Gas,Yes,"€ 420,000  420000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,1.0,Non flood zone,1 - Bruxelles Centre,1.0,,6  m²  square meters,,
261,1909.0,To be done up,2.0,,282  m² square meters,52  m² square meters,Installed,14  m² square meters,4.0,1.0,,2.0,Yes,,,,,,C,Gas,Yes,"€ 439,000  439000 €",Dorpshart 10 2870  - Puurs,1.0,Non flood zone,,,,40  m²  square meters,Yes,
262,2020.0,As new,3.0,Urban,148  m² square meters,65  m² square meters,USA hyper equipped,,3.0,2.0,,2.0,Yes,No,,Yes,Yes,No,B,Gas,Yes,"€ 450,000  450000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,21.0,,1 - Bruxelles Centre,21.0,,33  m²  square meters,,
263,1992.0,To be done up,3.0,Urban,220  m² square meters,,Installed,,3.0,2.0,1.0,3.0,Yes,No,,Yes,,No,C,Gas,,"€ 606,000  606000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,2.0,Non flood zone,1 - Bruxelles Centre,2.0,,,,
264,2022.0,As new,2.0,Urban,140  m² square meters,55  m² square meters,USA hyper equipped,,3.0,2.0,2.0,2.0,Yes,No,,Yes,Yes,No,A,Gas,Yes,"€ 595,000  595000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,,Non flood zone,1 - Bruxelles Est,1.0,,13  m²  square meters,,
265,,,,,,,,,,,,,,,,,,,Not specified,,,,Grote Markt 35 9600  - Ronse,,,,,,,,
266,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue Charles Magnette 24/40 4000  - Liège,,,,,,,,
267,,,,,,,,,,,,,,,,,,,Not specified,,,,Kinderlaan 17 8670  - Oostduinkerke,,Non flood zone,,,,,,
268,,,,,,,,,,,,,,,,,,,Not specified,,,,Damstraat 131 bus1 9800  - St-Martens-Leerne,,Non flood zone,,,,,,
269,,,,,,,,,,,,,,,,,,,Not specified,,,,Grote Markt 10 2200  - HERENTALS,,Non flood zone,,,,,,
270,,,,,,,,,,,,,,,,,,,Not specified,,,,Markt 20 2440  - Geel,,Non flood zone,,,,,,
271,,,,,,,,,,,,,,,,,,,Not specified,,,,Theofiel De Biestraat 11 2220  - Heist-op-den-Berg,,Non flood zone,,,,,,
272,,,,,,,,,,,,,,,,,,,Not specified,,,,Vlamingstraat 62 8000  - Brugge,,,,,,,,
273,,,,,,,,,,,,,,,,,,,A,,,,Moerkerkse Steenweg 1 8000  - Brugge,,Non flood zone,Torhout,,,,,
274,,,,,,,,,,,,,,,,,,,Not specified,,,,Statiestraat 47 2400  - Mol,,,,,,,,
275,,,,,,,,,,,,,,,,,,,Not specified,,,,Antwerpsesteenweg 359 2500  - Lier,,Non flood zone,,,,,,
276,,,,,,,,,,,,,,,,,,,Not specified,,,,Kortrijksesteenweg 74 9000  - Gent,,,,,,,,
277,,,,,,,,,,,,,,,,,,,Not specified,,,,Vesten 47 9120  - Beveren,,Non flood zone,,,,,,
278,,,,,,,,,,,,,,,,,,,Not specified,,,,L. de Waelplaats 24A 2000  - Antwerpen,,,,,,,,
279,1996.0,Good,2.0,,60  m² square meters,24  m² square meters,Semi equipped,7  m² square meters,1.0,1.0,,1.0,,,Yes,,,,E,Electric,Yes,"€ 150,000  150000 €",Alsembergsesteenweg 660 1653  - Dworp,1.0,Non flood zone,,,,,,
280,1899.0,To renovate,3.0,,123  m² square meters,17  m² square meters,Not installed,17  m² square meters,4.0,1.0,1.0,1.0,,No,,No,No,No,F,Gas,Yes,"Make an offer starting from  € 99,000  Make an offer starting from  99000 €",Rue de la Wallonie 2A 4680  - Oupeye,,Non flood zone,Liège environs,,,,,
281,,,,,,,,,,,,,,,,,,,Not specified,,,,Bazelstraat 32 9150  - Kruibeke,,,,,,,,
282,,,,,,,,,,,,,,,,,,,Not specified,,,,Markt 20 2440  - Geel,,Non flood zone,,,,,,
283,,,,,,,,,,,,,,,,,,,B,,,,Rue du fond Cattelain 1 bt1 1435  - Mont St Guibert,,,,,,,,
284,,,,,,,,,,,,,,,,,,,Not specified,,,,Grote Markt 10 2200  - HERENTALS,,Non flood zone,,,,,,
285,,,,,,,,,,,,,,,,,,,Not specified,,,,Theofiel De Biestraat 11 2220  - Heist-op-den-Berg,,Non flood zone,,,,,,
286,,,,,,,,,,,,,,,,,,,Not specified,,,,"Roterijstraat, 202 8793  - Waregem",,,,,,,,
287,,,,,,,,,,,,,,,,,,,Not specified,,,,"Dorpsstraat, 21 9190  - Stekene",,Non flood zone,,,,,,
288,1971.0,To be done up,2.0,,76  m² square meters,28  m² square meters,Installed,8  m² square meters,2.0,1.0,,1.0,,,,,,,B,Gas,Yes,"€ 195,000  195000 €",Prins Boudewijnlaan 122 2610  - Wilrijk,1.0,Non flood zone,,,,2  m²  square meters,,€ 200  200 €
289,1967.0,Good,,Urban,41  m² square meters,25  m² square meters,Installed,5  m² square meters,1.0,1.0,1.0,1.0,,No,,Yes,Yes,No,F,Gas,Yes,"€ 195,000  195000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,,,1 - Bruxelles Est,,,,,€ 101  101 €
290,1978.0,Good,2.0,Urban,95  m² square meters,42  m² square meters,Installed,9  m² square meters,2.0,1.0,,1.0,Yes,,,,,,B,Gas,Yes,"€ 199,000  199000 €",Plantin en Moretuslei 135A 2140  - Borgerhout,,Non flood zone,Oud Borgerhout,,,4  m²  square meters,,€ 230  230 €
291,1899.0,Just renovated,3.0,Urban,61  m² square meters,,Installed,,2.0,1.0,,1.0,Yes,,,,,,C,Electric,Yes,"€ 169,000  169000 €",Plantin en Moretuslei 135A 2140  - Borgerhout,,Non flood zone,,,,,,€ 17  17 €
292,,,,,,,,,,,,,,,,,,,Not specified,,,,Markt 20 2440  - Geel,,Non flood zone,,,,,,
293,,,,,,,,,,,,,,,,,,,Not specified,,,,Leopoldlaan 85 8430  - Middelkerke,,Non flood zone,,,,,,
294,,,,,,,,,,,,,,,,,,,B,,,,Rue Fort d'Andoy 5 5100  - Wierde,,,,,,,,
295,,,,,,,,,,,,,,,,,,,A,,,,Moerkerkse Steenweg 1 8000  - Brugge,,Non flood zone,Brugge Assebroek,,,,,
296,,,,,,,,,,,,,,,,,,,A,,,,Rue Fort d'Andoy 5 5100  - Wierde,,,Luxembourg,,,,,
297,,,,,,,,,,,,,,,,,,,Not specified,,,,Kortrijksesteenweg 74 9000  - Gent,,,,,,,,
298,,,,,,,,,,,,,,,,,,,Not specified,,,,Theofiel De Biestraat 11 2220  - Heist-op-den-Berg,,Non flood zone,,,,,,
299,,,,,,,,,,,,,,,,,,,Not specified,,,,Grand' Route 3 1435  - Mont Saint-Guibert,,,,,,,,
300,,,,,,,,,,,,,,,,,,,Not specified,,,,James Ensorlaan 39 1800  - Vilvoorde,,Non flood zone,,,,,,
301,,,,,,,,,,,,,,,,,,,Not specified,,,,Damstraat 131 bus1 9800  - St-Martens-Leerne,,,,,,,,
302,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Jansvliet 5 2000  - Antwerpen,68.0,Non flood zone,,,,,,
303,,,,,,,,,,,,,,,,,,,A,,,,Avenue Louise 480 1050  - Bruxelles,1.0,Non flood zone,,1.0,,,,
304,,,,,,,,,,,,,,,,,,,Not specified,,,,Keizershoek 350A 2550  - Kontich,,,DijleDelta - Midden in de stad aan de Dijle,,,,,
